-0.2468  	0.12099  	-0.7607  	-0.0850  	0.26154  	-0.3778  	0.19946  	-0.1862  	-0.0605  	-0.6903  	-0.4571  	-0.9245  	0.11712  	-0.1898  	-0.0461  	-0.2736  	-0.1710  	-0.2014  	-0.2041  	-0.6726  	-0.1605  	0.53466  	0.05549  	-0.5815  	0.85167  	-0.3501  	0.45751  	-0.0786  	0.76318  	0.51694  	-0.2583  	-0.2162  	0.09377  	0.05005  	-0.1132  	0.11216  	0.12267  	0.09923  	0.15418  	0.03706  	-0.0171  	-0.1960  	0.12872  	0.09877  	0.00519  	-0.0498  	-0.0598  	0.09421  	0.09369  	-0.0118  	-0.0062  	0.04070  	-0.0203  	0.01794  	-0.0317  	0.01409  	-0.0105  	0.01721  	0.01032  	0.01525  	-0.0196  	-0.0271  	0.00832  	0.02679  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.2453  	0.12802  	-0.8335  	-0.0298  	0.29930  	-0.3337  	0.18474  	-0.1816  	-0.0715  	-0.7361  	-0.4429  	-0.8541  	0.11930  	-0.1619  	0.01339  	-0.2475  	-0.1698  	-0.2055  	-0.1983  	-0.6838  	-0.1379  	0.54213  	0.06310  	-0.5742  	0.81951  	-0.3576  	0.46693  	-0.0848  	0.73206  	0.52992  	-0.2646  	-0.2201  	0.10035  	0.05871  	-0.0834  	0.08311  	0.13585  	0.09986  	0.12803  	0.04287  	-0.0219  	-0.1926  	0.12003  	0.09394  	0.00097  	-0.0449  	-0.0560  	0.08613  	0.08806  	-0.0094  	-0.0126  	0.04134  	-0.0241  	0.01877  	-0.0344  	0.01695  	-0.0202  	0.01852  	0.00512  	0.01042  	-0.0203  	-0.0197  	0.00368  	0.02292  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.2658  	0.13292  	-0.8546  	0.11290  	0.41488  	-0.3337  	0.21912  	-0.1805  	-0.0924  	-0.7172  	-0.5679  	-0.8692  	0.16175  	-0.0762  	0.12071  	-0.2921  	-0.2016  	-0.2056  	-0.2078  	-0.6323  	-0.1945  	0.56719  	0.00675  	-0.6139  	0.90251  	-0.3759  	0.47863  	-0.0046  	0.83396  	0.56287  	-0.2970  	-0.2486  	0.09259  	0.06731  	-0.1084  	0.13200  	0.05913  	0.06817  	0.17011  	0.09668  	-0.0423  	-0.1701  	0.09940  	0.11021  	0.00936  	-0.0429  	-0.0596  	0.09719  	0.08020  	-0.0131  	-0.0057  	0.04272  	-0.0250  	0.01074  	-0.0340  	0.01665  	-0.0113  	0.01761  	0.00732  	0.00979  	-0.0214  	-0.0305  	-0.0072  	0.01817  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.3191  	0.11573  	-0.9720  	0.34591  	0.54782  	-0.3750  	0.19668  	-0.2344  	-0.1228  	-0.6882  	-0.7348  	-0.7755  	0.20869  	-0.0810  	0.19988  	-0.3563  	-0.2327  	-0.1592  	-0.2183  	-0.5526  	-0.3307  	0.54127  	-0.1323  	-0.6797  	0.94242  	-0.3879  	0.40643  	0.13308  	0.99041  	0.62254  	-0.3252  	-0.2904  	0.08037  	0.08221  	-0.1456  	0.16744  	-0.0672  	0.01136  	0.25625  	0.11471  	-0.0669  	-0.1589  	0.08233  	0.08894  	0.03273  	-0.0391  	-0.0640  	0.08617  	0.08288  	-0.0196  	-0.0005  	0.04238  	-0.0240  	0.01053  	-0.0322  	0.01152  	-0.0002  	0.02171  	0.01377  	0.00864  	-0.0292  	-0.0340  	-0.0025  	0.02002  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.3283  	0.11619  	-0.9821  	0.32052  	0.56401  	-0.3433  	0.17673  	-0.2436  	-0.1150  	-0.7027  	-0.7636  	-0.8116  	0.18295  	-0.1669  	0.16425  	-0.3239  	-0.2444  	-0.1330  	-0.2258  	-0.5400  	-0.3702  	0.57488  	-0.1384  	-0.6771  	0.94164  	-0.3666  	0.35795  	0.23552  	1.04005  	0.62691  	-0.3228  	-0.2863  	0.08183  	0.10107  	-0.1595  	0.17426  	-0.1135  	-0.0017  	0.26355  	0.12660  	-0.0606  	-0.1708  	0.09350  	0.08966  	0.02291  	-0.0521  	-0.0606  	0.08075  	0.09235  	-0.0204  	0.00144  	0.03939  	-0.0232  	0.01547  	-0.0356  	0.00658  	0.00584  	0.02378  	0.01675  	0.00963  	-0.0291  	-0.0305  	0.00840  	0.02201  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.2118  	0.10365  	-0.8721  	0.20204  	0.49471  	-0.3416  	0.20526  	-0.2215  	-0.0853  	-0.6616  	-0.6392  	-0.7952  	0.14569  	-0.2526  	-0.0135  	-0.1774  	-0.2483  	-0.1260  	-0.2260  	-0.5379  	-0.2841  	0.53705  	-0.1165  	-0.6660  	0.91415  	-0.3607  	0.39062  	0.14589  	0.94275  	0.57340  	-0.3386  	-0.2487  	0.08958  	0.09483  	-0.1542  	0.16851  	-0.0656  	0.05321  	0.21783  	0.12409  	-0.0723  	-0.1708  	0.12095  	0.09517  	0.01316  	-0.0526  	-0.0618  	0.09585  	0.09265  	-0.0200  	0.01105  	0.03611  	-0.0216  	0.01973  	-0.0349  	0.00650  	0.00012  	0.02308  	0.01196  	0.00094  	-0.0330  	-0.0345  	0.00063  	0.01959  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.2452  	0.11716  	-0.8045  	0.08020  	0.43328  	-0.3630  	0.17407  	-0.2321  	-0.0946  	-0.6627  	-0.5517  	-0.8110  	0.08621  	-0.2922  	-0.0018  	-0.2225  	-0.2182  	-0.1835  	-0.2003  	-0.5869  	-0.2096  	0.53576  	-0.0349  	-0.6183  	0.91410  	-0.3655  	0.47223  	0.05635  	0.85971  	0.55141  	-0.3254  	-0.2280  	0.06909  	0.07270  	-0.1307  	0.16268  	0.04056  	0.08293  	0.17997  	0.08476  	-0.0572  	-0.1749  	0.11970  	0.11292  	0.01020  	-0.0524  	-0.0669  	0.09114  	0.08320  	-0.0249  	0.00336  	0.04007  	-0.0185  	0.01730  	-0.0331  	0.00871  	0.00509  	0.02174  	0.01311  	0.00479  	-0.0284  	-0.0391  	0.00298  	0.02391  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.2934  	0.10897  	-0.9133  	0.24118  	0.49494  	-0.3580  	0.19016  	-0.2731  	-0.1263  	-0.6948  	-0.7041  	-0.8647  	0.14150  	-0.1881  	0.16458  	-0.3474  	-0.2144  	-0.1861  	-0.1763  	-0.5958  	-0.2701  	0.54755  	-0.0770  	-0.6559  	0.94761  	-0.3876  	0.46655  	0.09322  	0.94132  	0.60705  	-0.3445  	-0.2499  	0.06902  	0.08634  	-0.1079  	0.17108  	-0.0291  	0.04940  	0.20701  	0.11169  	-0.0679  	-0.1655  	0.08375  	0.08606  	0.02044  	-0.0453  	-0.0679  	0.08492  	0.08226  	-0.0259  	0.00787  	0.04207  	-0.0218  	0.01589  	-0.0346  	0.01321  	0.00047  	0.02386  	0.01579  	0.00381  	-0.0289  	-0.0360  	-0.0028  	0.02128  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.3244  	0.11214  	-0.9855  	0.38251  	0.57824  	-0.3204  	0.20300  	-0.2564  	-0.1331  	-0.6926  	-0.7798  	-0.8357  	0.18368  	-0.0762  	0.25925  	-0.4112  	-0.2356  	-0.1596  	-0.2111  	-0.5811  	-0.3739  	0.56870  	-0.1335  	-0.6746  	0.97623  	-0.3984  	0.40372  	0.18166  	1.04936  	0.62834  	-0.3443  	-0.2804  	0.08329  	0.09080  	-0.1260  	0.17900  	-0.1165  	0.01033  	0.25468  	0.13332  	-0.0775  	-0.1661  	0.07713  	0.08839  	0.03129  	-0.0436  	-0.0653  	0.07716  	0.08431  	-0.0254  	0.00343  	0.03914  	-0.0225  	0.01000  	-0.0339  	0.01309  	0.00214  	0.02496  	0.01610  	0.00903  	-0.0273  	-0.0353  	0.00145  	0.01963  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
-0.3239  	0.11427  	-0.9905  	0.34683  	0.56609  	-0.3104  	0.18499  	-0.2386  	-0.1178  	-0.6949  	-0.7761  	-0.8288  	0.19283  	-0.1117  	0.21109  	-0.3810  	-0.2350  	-0.1429  	-0.2254  	-0.5569  	-0.3655  	0.58496  	-0.1176  	-0.6661  	0.95098  	-0.3782  	0.36017  	0.22706  	1.05709  	0.62633  	-0.3327  	-0.2887  	0.08124  	0.09832  	-0.1522  	0.17062  	-0.1320  	-0.0045  	0.26875  	0.12962  	-0.0740  	-0.1738  	0.09007  	0.08962  	0.02416  	-0.0500  	-0.0587  	0.07262  	0.08521  	-0.0210  	0.00197  	0.03769  	-0.0222  	0.01242  	-0.0345  	0.00669  	0.00589  	0.02805  	0.01504  	0.00877  	-0.0283  	-0.0338  	0.00829  	0.02474  	-0.0442  	0.64213  	-0.1312  	0.02726  	0.00972  	0.25774  	1.01655  	122.119  	109.208  	
